Year,Progeny,female,male,cross,r,DTA,PltHt
2013,1626,169_6,166_9,166_9x169_6,-1,70,280
2013,1628,170_1,165_5,165_5x170_1,-1,71,260
2013,1630,171_6,167_1,167_1x171_6,-1,74,250
2013,1631,164_8,167_8,164_8x167_8,1,69,255
2013,1633,170_4,169_11,169_11x170_4,-1,66,255
2013,1635,168_5,171_7,168_5x171_7,1,72,245
2013,1638,164_8,171_10,164_8x171_10,1,70,250
2013,1639,167_13,170_12,167_13x170_12,1,72,280
2013,1645,166_9,169_6,166_9x169_6,1,NA,NA
2013,1646,164_4,167_3,164_4x167_3,1,78,275
2013,1647,164_14,166_9,164_14x166_9,1,72,260
2013,1648,170_7,171_13,170_7x171_13,1,77,250
2013,1651,164_4,167_3,164_4x167_3,1,76,235
2013,1654,164_4,165_4,164_4x165_4,1,76,NA
2013,1655,170_2,171_3,170_2x171_3,1,75,255
2013,1656,164_2,166_12,164_2x166_12,1,70,245
2013,1657,171_11,170_1,170_1x171_11,-1,77,235
2013,1660,170_4,170_7,170_4x170_7,1,73,255
2013,1661,164_1,164_14,164_1x164_14,1,75,255
2013,1664,167_8,164_8,164_8x167_8,-1,70,225
2013,1665,170_6,170_2,170_2x170_6,-1,74,270
2013,1669,170_7,171_13,170_7x171_13,1,74,240
2013,1670,167_3,164_5,164_5x167_3,-1,75,265
2013,1672,164_11,165_10,164_11x165_10,1,73,225
2013,1676,169_6,166_9,166_9x169_6,-1,80,235
2013,1678,164_1,166_9,164_1x166_9,1,70,230
2013,1680,166_9,164_14,164_14x166_9,-1,66,235
2013,1681,170_7,170_4,170_4x170_7,-1,73,245
2013,1682,166_9,169_6,166_9x169_6,1,72,240
2013,1683,171_6,165_10,165_10x171_6,-1,NA,40
2013,1684,171_10,164_8,164_8x171_10,-1,72,210
2013,1685,169_6,166_9,166_9x169_6,-1,NA,NA
2013,1687,171_8,167_13,167_13x171_8,-1,71,245
2013,1690,164_2,166_12,164_2x166_12,1,75,250
2013,1693,171_5,170_7,170_7x171_5,-1,NA,NA
2013,1695,164_11,167_1,164_11x167_1,1,78,205
2013,1696,169_11,171_5,169_11x171_5,1,70,260
2013,1697,166_9,164_1,164_1x166_9,-1,74,240
2013,1698,170_1,167_6,167_6x170_1,-1,NA,NA
2013,1699,170_6,170_2,170_2x170_6,-1,87,215
2013,1700,171_10,164_8,164_8x171_10,-1,70,240
2013,1701,171_8,168_2,168_2x171_8,-1,77,290
2013,1702,164_14,164_1,164_1x164_14,-1,81,235
2013,1703,171_11,170_1,170_1x171_11,-1,72,280
2013,1704,164_2,166_12,164_2x166_12,1,NA,200
2013,1706,167_3,165_4,165_4x167_3,-1,77,290
2013,1707,168_5,171_7,168_5x171_7,1,75,NA
2013,1708,167_5,164_14,164_14x167_5,-1,75,260
2013,1709,164_4,166_11,164_4x166_11,1,72,NA
2013,1712,164_11,165_10,164_11x165_10,1,NA,NA
2013,1713,165_4,167_3,165_4x167_3,1,74,235
2013,1714,170_2,170_11,170_11x170_2,-1,82,240
2013,1716,167_3,166_11,166_11x167_3,-1,86,200
2013,1718,171_9,170_2,170_2x171_9,-1,80,230
2013,1719,171_4,171_7,171_4x171_7,1,74,260
2013,1730,170_4,170_7,170_4x170_7,1,70,280
2013,1732,170_12,167_13,167_13x170_12,-1,71,280
2013,1733,164_4,164_5,164_4x164_5,1,77,275
2013,1734,164_14,169_6,164_14x169_6,1,75,290
2013,1737,171_8,167_13,167_13x171_8,-1,71,250
2013,1740,171_5,171_13,171_13x171_5,-1,70,240
2013,1741,164_2,166_12,164_2x166_12,1,78,260
2013,1743,166_3,166_12,166_12x166_3,-1,65,255
2013,1747,164_11,165_10,164_11x165_10,1,87,215
2013,1748,164_4,167_3,164_4x167_3,1,86,245
2013,1749,171_5,170_7,170_7x171_5,-1,73,265
2013,1751,170_6,170_11,170_11x170_6,-1,88,260
2013,1754,167_5,166_9,166_9x167_5,-1,77,245
2013,1756,165_6,166_12,165_6x166_12,1,75,250
2013,1757,171_4,171_7,171_4x171_7,1,77,240
2013,1759,164_2,166_12,164_2x166_12,1,88,140
2013,1761,166_10,166_8,166_10x166_8,1,NA,NA
2013,1763,164_14,169_6,164_14x169_6,1,74,290
2013,1765,165_6,166_12,165_6x166_12,1,79,225
2013,1766,165_4,166_11,165_4x166_11,1,75,265
2013,1772,171_6,165_10,165_10x171_6,-1,74,250
2013,1775,167_3,166_11,166_11x167_3,-1,80,250
2013,1779,164_11,165_10,164_11x165_10,1,78,235
2013,1782,170_7,171_5,170_7x171_5,1,72,265
2013,1784,170_1,165_5,165_5x170_1,-1,76,250
2013,1785,171_8,168_2,168_2x171_8,-1,86,205
2013,1786,171_8,170_12,170_12x171_8,-1,76,295
2013,1787,171_9,170_6,170_6x171_9,-1,76,260
2013,1794,170_2,170_11,170_11x170_2,-1,80,290
2013,1795,164_2,166_12,164_2x166_12,1,75,240
2013,1796,165_4,166_11,165_4x166_11,1,73,275
2013,1797,164_2,166_12,164_2x166_12,1,80,230
2013,1798,164_4,166_11,164_4x166_11,1,73,270
2013,1799,171_4,171_7,171_4x171_7,1,78,275
2013,1800,170_6,170_2,170_2x170_6,-1,NA,NA
2013,1801,165_6,166_12,165_6x166_12,1,72,250
2013,1803,165_6,166_12,165_6x166_12,1,76,225
2013,1804,164_2,166_12,164_2x166_12,1,70,260
2013,1807,171_10,164_8,164_8x171_10,-1,68,260
2013,1808,170_7,169_11,169_11x170_7,-1,70,290
2013,1809,171_10,164_8,164_8x171_10,-1,73,255
2013,1810,171_6,170_13,170_13x171_6,-1,73,245
2013,1811,164_8,171_10,164_8x171_10,1,71,245
2013,1812,166_9,164_14,164_14x166_9,-1,71,245
2013,1813,171_9,170_2,170_2x171_9,-1,77,265
2013,1817,165_6,166_12,165_6x166_12,1,71,260
2013,1819,165_4,166_11,165_4x166_11,1,71,285
2013,1820,168_5,169_1,168_5x169_1,1,80,250
2013,1821,164_1,164_14,164_1x164_14,1,75,250
2013,1822,170_6,170_2,170_2x170_6,-1,NA,200
2013,1823,167_13,168_2,167_13x168_2,1,75,245
2013,1824,171_6,165_10,165_10x171_6,-1,71,250
2013,1827,164_11,167_1,164_11x167_1,1,72,265
2013,1828,164_4,166_11,164_4x166_11,1,75,275
2013,1829,170_6,170_11,170_11x170_6,-1,76,280
2013,1830,171_8,168_2,168_2x171_8,-1,75,270
2013,1831,170_2,170_11,170_11x170_2,-1,87,265
2013,1834,169_11,171_13,169_11x171_13,1,73,255
2013,1835,171_6,170_13,170_13x171_6,-1,72,215
2013,1837,171_6,167_1,167_1x171_6,-1,75,255
2013,1839,171_8,167_12,167_12x171_8,-1,74,275
2013,1841,164_2,166_3,164_2x166_3,1,NA,NA
2013,1842,169_6,164_1,164_1x169_6,-1,75,290
2013,1844,167_5,164_1,164_1x167_5,-1,72,245
2013,1845,171_5,170_4,170_4x171_5,-1,71,175
2013,1846,170_7,171_13,170_7x171_13,1,72,290
2013,1847,167_8,164_8,164_8x167_8,-1,70,250
2013,1852,167_13,167_12,167_12x167_13,-1,72,275
2013,1853,164_2,166_12,164_2x166_12,1,72,255
2013,1855,164_14,169_6,164_14x169_6,1,72,290
2013,1857,169_11,171_13,169_11x171_13,1,72,NA
2013,1859,164_14,164_1,164_1x164_14,-1,72,245
2013,1860,164_2,166_12,164_2x166_12,1,74,265
2013,1861,165_4,166_11,165_4x166_11,1,75,270
2013,1862,168_5,171_7,168_5x171_7,1,73,230
2013,1865,164_11,165_10,164_11x165_10,1,74,260
2013,1867,164_14,166_9,164_14x166_9,1,71,240
2013,1869,164_8,167_8,164_8x167_8,1,70,225
2013,1870,164_11,167_1,164_11x167_1,1,71,235
2013,1872,171_6,165_10,165_10x171_6,-1,72,275
2013,1873,166_9,169_6,166_9x169_6,1,77,140
2013,1876,166_12,164_2,164_2x166_12,-1,71,235
2013,1877,171_11,167_6,167_6x171_11,-1,73,235
2013,1878,164_14,164_1,164_1x164_14,-1,75,215
2013,1879,166_10,166_8,166_10x166_8,1,70,240
2013,1880,165_4,167_3,165_4x167_3,1,76,260
2013,1882,169_11,170_4,169_11x170_4,1,70,240
2013,1883,164_1,166_9,164_1x166_9,1,74,260
2013,1884,166_9,164_14,164_14x166_9,-1,73,265
2013,1886,167_3,166_11,166_11x167_3,-1,75,255
2013,1889,168_5,171_7,168_5x171_7,1,75,280
2013,1890,170_6,170_2,170_2x170_6,-1,81,290
2013,1891,170_4,169_11,169_11x170_4,-1,NA,210
2013,1893,171_6,165_10,165_10x171_6,-1,74,260
2013,1895,166_9,164_1,164_1x166_9,-1,73,240
2013,1896,170_4,171_13,170_4x171_13,1,70,230
2013,1897,169_6,164_14,164_14x169_6,-1,74,280
2013,1898,165_4,166_11,165_4x166_11,1,70,250
2013,1900,164_14,164_1,164_1x164_14,-1,70,260
2013,1901,169_11,171_13,169_11x171_13,1,NA,NA
2013,1902,171_13,171_5,171_13x171_5,1,NA,NA
2013,1907,170_4,171_13,170_4x171_13,1,70,225
2013,1910,167_3,166_11,166_11x167_3,-1,72,275
2013,1913,166_9,169_6,166_9x169_6,1,69,245
2013,1915,164_11,165_10,164_11x165_10,1,75,275
2013,1917,164_14,166_9,164_14x166_9,1,75,260
2013,1918,164_2,166_3,164_2x166_3,1,70,220
2013,1919,164_8,167_8,164_8x167_8,1,70,250
2013,1920,170_4,171_13,170_4x171_13,1,70,255
2013,1921,167_12,167_13,167_12x167_13,1,NA,NA
2013,1922,171_4,171_7,171_4x171_7,1,75,275
2013,1923,164_11,167_1,164_11x167_1,1,72,185
2013,1924,167_3,166_11,166_11x167_3,-1,80,210
2013,1926,164_4,167_3,164_4x167_3,1,73,260
2013,1928,171_10,164_8,164_8x171_10,-1,66,265
2013,1929,170_12,167_12,167_12x170_12,-1,72,290
2013,1930,170_6,170_2,170_2x170_6,-1,72,255
2013,1931,171_11,165_5,165_5x171_11,-1,71,260
2013,1932,169_11,171_5,169_11x171_5,1,74,250
2013,1933,171_10,167_8,167_8x171_10,-1,65,275
2013,1935,167_8,171_10,167_8x171_10,1,67,225
2013,1936,167_5,169_6,167_5x169_6,1,72,245
2013,1938,166_3,166_12,166_12x166_3,-1,70,260
2013,1940,166_3,166_12,166_12x166_3,-1,71,250
2013,1941,169_6,164_1,164_1x169_6,-1,71,240
2013,1942,170_1,165_5,165_5x170_1,-1,71,280
2013,1943,165_6,166_12,165_6x166_12,1,NA,NA
2013,1944,170_6,170_11,170_11x170_6,-1,73,285
2013,1947,164_14,164_1,164_1x164_14,-1,71,240
2013,1948,169_6,164_1,164_1x169_6,-1,71,245
2013,1949,167_12,171_8,167_12x171_8,1,73,255
2013,1950,171_5,171_13,171_13x171_5,-1,66,250
2013,1951,169_11,170_7,169_11x170_7,1,NA,NA
2013,1952,170_11,170_2,170_11x170_2,1,77,265
2013,1954,165_6,166_3,165_6x166_3,1,70,245
2013,1955,171_6,165_10,165_10x171_6,-1,76,260
2013,1956,165_6,164_2,164_2x165_6,-1,73,245
2013,1957,165_4,166_11,165_4x166_11,1,73,255
2013,1958,169_6,164_1,164_1x169_6,-1,75,250
2013,1959,170_7,171_13,170_7x171_13,1,70,240
2013,1961,167_5,164_1,164_1x167_5,-1,NA,NA
2013,1963,167_5,164_1,164_1x167_5,-1,72,245
2013,1965,171_4,171_7,171_4x171_7,1,75,250
2013,1967,171_8,167_13,167_13x171_8,-1,74,230
2013,1968,171_8,167_13,167_13x171_8,-1,73,245
2013,1970,171_11,170_1,170_1x171_11,-1,72,255
2013,1971,170_11,171_3,170_11x171_3,1,74,250
2013,1972,166_10,166_8,166_10x166_8,1,70,245
2013,1973,169_11,171_13,169_11x171_13,1,67,240
2013,1974,164_1,164_14,164_1x164_14,1,80,245
2013,1977,164_1,169_6,164_1x169_6,1,70,230
2013,1978,164_14,166_9,164_14x166_9,1,73,235
2013,1980,165_4,167_3,165_4x167_3,1,86,260
2013,1981,164_2,166_12,164_2x166_12,1,72,235
2013,1982,164_2,166_12,164_2x166_12,1,71,255
2013,1984,167_3,164_5,164_5x167_3,-1,80,225
2013,1985,171_10,164_8,164_8x171_10,-1,72,240
2013,1988,171_6,167_1,167_1x171_6,-1,73,270
2013,1989,170_11,170_2,170_11x170_2,1,80,290
2013,1990,168_5,171_7,168_5x171_7,1,75,250
2013,1991,164_4,166_11,164_4x166_11,1,75,265
2013,1993,169_11,171_5,169_11x171_5,1,73,265
2013,1994,164_4,167_3,164_4x167_3,1,75,280
2013,1995,166_9,169_6,166_9x169_6,1,71,235
2013,1996,170_11,170_6,170_11x170_6,1,88,235
2013,1998,164_1,166_9,164_1x166_9,1,75,275
2013,2001,171_5,171_13,171_13x171_5,-1,71,255
2013,2004,165_7,166_10,165_7x166_10,1,80,270
2013,2006,164_2,166_12,164_2x166_12,1,75,250
2013,2007,164_1,166_9,164_1x166_9,1,87,200
2013,2010,164_14,164_1,164_1x164_14,-1,83,225
2013,2011,170_6,170_2,170_2x170_6,-1,79,300
2013,2012,171_11,170_1,170_1x171_11,-1,71,275
2013,2015,167_5,164_1,164_1x167_5,-1,72,275
2013,2016,170_12,168_2,168_2x170_12,-1,84,285
2013,2018,164_8,167_8,164_8x167_8,1,85,240
2013,2019,167_3,165_4,165_4x167_3,-1,75,290
2013,2022,167_3,166_11,166_11x167_3,-1,NA,NA
2013,2023,169_6,164_14,164_14x169_6,-1,81,265
2013,2025,170_6,170_2,170_2x170_6,-1,80,275
2013,2027,170_6,170_2,170_2x170_6,-1,86,235
2013,2029,170_11,171_3,170_11x171_3,1,74,280
2013,2030,164_2,166_12,164_2x166_12,1,NA,100
2013,2031,171_11,170_1,170_1x171_11,-1,71,290
2013,2032,171_8,170_12,170_12x171_8,-1,72,270
2013,2034,170_1,171_11,170_1x171_11,1,77,280
2013,2035,164_11,167_1,164_11x167_1,1,77,260
2013,2036,164_2,166_12,164_2x166_12,1,77,220
2013,2038,169_6,166_9,166_9x169_6,-1,72,290
2013,2039,170_1,167_9,167_9x170_1,-1,74,300
2013,2040,164_2,166_12,164_2x166_12,1,80,260
2013,2041,164_1,164_14,164_1x164_14,1,78,280
2013,2042,170_6,170_2,170_2x170_6,-1,86,235
2013,2043,167_8,171_10,167_8x171_10,1,80,205
2013,2046,170_7,171_5,170_7x171_5,1,73,240
2013,2050,171_6,165_10,165_10x171_6,-1,75,265
2013,2051,169_6,164_14,164_14x169_6,-1,76,270
2013,2055,165_6,166_12,165_6x166_12,1,80,250
2013,2056,171_10,169_12,169_12x171_10,-1,84,140
2013,2058,171_4,165_2,165_2x171_4,-1,80,285
2013,2061,171_6,167_1,167_1x171_6,-1,80,235
2013,2062,171_6,165_10,165_10x171_6,-1,76,230
2013,2065,164_4,166_11,164_4x166_11,1,77,NA
2013,2068,170_11,170_6,170_11x170_6,1,75,260
2013,2069,170_4,170_7,170_4x170_7,1,74,245
2013,2072,170_7,171_13,170_7x171_13,1,76,265
2013,2073,166_12,166_3,166_12x166_3,1,80,205
2013,2074,171_6,164_11,164_11x171_6,-1,85,65
2013,2075,166_9,164_1,164_1x166_9,-1,73,265
2013,2081,164_11,167_1,164_11x167_1,1,81,235
2013,2082,164_2,166_12,164_2x166_12,1,NA,55
2013,2083,164_4,166_11,164_4x166_11,1,75,260
2013,2086,165_4,167_3,165_4x167_3,1,78,255
2013,2088,164_14,169_6,164_14x169_6,1,84,290
2013,2089,164_8,167_8,164_8x167_8,1,73,260
2013,2094,171_8,168_2,168_2x171_8,-1,81,275
2013,2097,168_5,171_7,168_5x171_7,1,81,200
2013,2098,169_6,166_9,166_9x169_6,-1,73,255
2013,2099,170_12,168_2,168_2x170_12,-1,72,250
2013,2101,167_5,164_1,164_1x167_5,-1,70,230
2013,2102,169_6,164_1,164_1x169_6,-1,73,240
2013,2103,171_5,171_13,171_13x171_5,-1,73,265
2013,2104,169_6,164_1,164_1x169_6,-1,72,235
2013,2105,171_6,165_10,165_10x171_6,-1,71,240
2013,2106,170_4,169_11,169_11x170_4,-1,74,255
2013,2107,164_2,166_12,164_2x166_12,1,65,260
2013,2108,171_5,170_7,170_7x171_5,-1,75,255
2013,2109,166_9,164_1,164_1x166_9,-1,74,235
2013,2110,170_7,171_13,170_7x171_13,1,73,270
2013,2112,166_3,166_12,166_12x166_3,-1,72,215
2013,2113,166_9,164_14,164_14x166_9,-1,74,275
2013,2115,164_1,164_14,164_1x164_14,1,72,225
2013,2116,164_4,166_11,164_4x166_11,1,75,255
2013,2119,164_4,165_4,164_4x165_4,1,76,235
2013,2120,171_13,170_4,170_4x171_13,-1,73,270
2013,2121,170_4,171_13,170_4x171_13,1,73,270
2013,2123,170_11,170_2,170_11x170_2,1,71,245
2013,2124,169_6,164_14,164_14x169_6,-1,72,NA
2013,2127,164_11,167_1,164_11x167_1,1,75,240
2013,2128,167_3,166_11,166_11x167_3,-1,74,280
2013,2130,170_6,170_2,170_2x170_6,-1,73,275
2013,2132,170_6,170_2,170_2x170_6,-1,80,270
2013,2134,168_8,166_10,166_10x168_8,-1,75,270
2013,2135,171_10,164_8,164_8x171_10,-1,69,235
2013,2137,164_2,166_12,164_2x166_12,1,72,275
2013,2138,166_10,166_8,166_10x166_8,1,72,245
2013,2139,166_9,164_1,164_1x166_9,-1,74,260
2013,2142,167_5,164_1,164_1x167_5,-1,74,265
2013,2143,167_12,168_2,167_12x168_2,1,72,260
2013,2144,170_11,170_2,170_11x170_2,1,NA,50
2013,2146,171_11,170_1,170_1x171_11,-1,73,265
2013,2148,170_11,170_2,170_11x170_2,1,78,265
2013,2149,171_8,168_2,168_2x171_8,-1,75,245
2013,2153,170_4,171_13,170_4x171_13,1,72,230
2013,2154,171_13,171_5,171_13x171_5,1,71,280
2013,2156,171_6,167_1,167_1x171_6,-1,78,240
2013,2157,167_8,164_8,164_8x167_8,-1,73,270
2013,2158,171_11,170_1,170_1x171_11,-1,73,275
2013,2159,167_5,164_1,164_1x167_5,-1,72,250
2013,2161,170_7,170_4,170_4x170_7,-1,75,270
2013,2162,170_6,170_2,170_2x170_6,-1,80,260
2013,2163,171_6,165_10,165_10x171_6,-1,76,270
2013,2164,171_8,168_2,168_2x171_8,-1,75,230
2013,2165,165_4,167_3,165_4x167_3,1,75,255
2013,2166,171_5,170_7,170_7x171_5,-1,72,260
2013,2167,164_14,164_1,164_1x164_14,-1,73,260
2013,2168,166_10,169_7,166_10x169_7,1,77,235
2013,2172,167_3,166_11,166_11x167_3,-1,71,250
2013,2175,171_6,167_1,167_1x171_6,-1,73,260
2013,2176,169_11,171_5,169_11x171_5,1,77,275
2013,2178,170_4,169_11,169_11x170_4,-1,84,265
2013,2179,170_6,170_2,170_2x170_6,-1,74,275
2013,2184,164_14,166_9,164_14x166_9,1,72,250
2013,2187,165_4,167_3,165_4x167_3,1,77,270
2013,2188,164_14,164_1,164_1x164_14,-1,73,260
2013,2189,170_11,170_2,170_11x170_2,1,78,230
2013,2190,164_11,165_10,164_11x165_10,1,76,255
2013,2191,164_8,169_12,164_8x169_12,1,65,210
2013,2192,169_6,164_1,164_1x169_6,-1,71,225
2013,2195,164_1,169_6,164_1x169_6,1,72,245
2013,2196,167_5,164_1,164_1x167_5,-1,72,265
2013,2197,169_6,164_1,164_1x169_6,-1,76,260
2013,2198,164_8,171_10,164_8x171_10,1,71,215
2013,2203,171_4,171_7,171_4x171_7,1,85,235
2013,2205,165_4,167_3,165_4x167_3,1,78,270
2013,2206,171_4,171_7,171_4x171_7,1,80,NA
2013,2211,168_5,171_7,168_5x171_7,1,75,260
2013,2212,171_11,167_6,167_6x171_11,-1,80,260
2013,2214,164_11,165_10,164_11x165_10,1,NA,NA
2013,2217,170_4,169_11,169_11x170_4,-1,70,265
2013,2221,167_12,168_2,167_12x168_2,1,71,280
2013,2225,164_2,166_12,164_2x166_12,1,80,250
2013,2227,166_12,166_3,166_12x166_3,1,71,250
2013,2231,171_8,168_2,168_2x171_8,-1,75,270
2013,2232,170_7,171_5,170_7x171_5,1,74,280
2013,2234,164_1,166_9,164_1x166_9,1,74,250
2013,2239,165_7,166_10,165_7x166_10,1,NA,NA
2013,2240,170_2,170_11,170_11x170_2,-1,85,250
2013,2242,166_3,166_12,166_12x166_3,-1,NA,160
2013,2243,170_4,170_7,170_4x170_7,1,72,260
2013,2244,169_11,171_5,169_11x171_5,1,71,250
2013,2251,170_4,170_7,170_4x170_7,1,78,245
2013,2253,166_9,164_1,164_1x166_9,-1,75,265
2013,2256,170_6,170_11,170_11x170_6,-1,89,125
2013,2258,171_4,168_5,168_5x171_4,-1,75,255
2013,2259,171_4,171_7,171_4x171_7,1,73,280
2013,2261,164_2,166_12,164_2x166_12,1,73,255
2013,2264,170_6,170_2,170_2x170_6,-1,72,290
2013,2265,165_6,166_12,165_6x166_12,1,NA,NA
2013,2266,171_13,171_5,171_13x171_5,1,73,250
2013,2268,167_3,166_11,166_11x167_3,-1,75,225
2013,2269,164_2,166_12,164_2x166_12,1,71,250
2013,2271,164_14,169_6,164_14x169_6,1,76,255
2013,2272,164_1,164_14,164_1x164_14,1,74,270
2013,2275,170_2,170_6,170_2x170_6,1,84,260
2013,2277,164_4,166_11,164_4x166_11,1,86,220
2013,2278,170_2,170_11,170_11x170_2,-1,81,265
2013,2279,165_6,166_3,165_6x166_3,1,74,240
2013,2280,168_8,166_10,166_10x168_8,-1,85,265
2013,2281,171_10,164_8,164_8x171_10,-1,73,240
2013,2283,166_10,165_7,165_7x166_10,-1,79,270
2013,2284,166_3,165_6,165_6x166_3,-1,80,290
2013,2287,170_2,170_11,170_11x170_2,-1,80,260
2013,2288,171_11,170_1,170_1x171_11,-1,79,260
2013,2289,171_4,171_7,171_4x171_7,1,75,280
2013,2290,164_2,166_12,164_2x166_12,1,84,225
2013,2292,171_5,169_11,169_11x171_5,-1,75,250
2013,2293,164_1,166_9,164_1x166_9,1,75,270
2013,2294,171_13,171_5,171_13x171_5,1,77,225
2013,2298,164_4,166_11,164_4x166_11,1,73,255
2013,2299,168_5,171_7,168_5x171_7,1,75,235
2013,2301,166_10,166_8,166_10x166_8,1,72,230
2013,2304,167_8,171_10,167_8x171_10,1,71,255
2013,2305,169_11,171_5,169_11x171_5,1,71,235
2013,2306,171_6,165_10,165_10x171_6,-1,84,255
2013,2309,171_6,167_1,167_1x171_6,-1,74,NA
2013,2310,165_4,166_11,165_4x166_11,1,75,255
2013,2313,171_6,167_1,167_1x171_6,-1,77,250
2013,2314,164_11,167_1,164_11x167_1,1,75,220
2013,2315,170_6,170_2,170_2x170_6,-1,76,265
2013,2316,165_4,166_11,165_4x166_11,1,79,205
2013,2317,171_6,165_10,165_10x171_6,-1,72,205
2013,2318,165_4,167_3,165_4x167_3,1,74,245
2013,2320,165_4,166_11,165_4x166_11,1,73,260
2013,2321,171_13,171_5,171_13x171_5,1,70,235
2013,2323,170_6,170_2,170_2x170_6,-1,75,NA
2013,2324,167_8,171_10,167_8x171_10,1,66,NA
2013,2325,166_9,164_1,164_1x166_9,-1,71,225
2013,2326,170_4,169_11,169_11x170_4,-1,71,250
2013,2329,170_6,170_11,170_11x170_6,-1,86,265
2013,2331,171_6,170_13,170_13x171_6,-1,75,245
2013,2332,170_11,170_2,170_11x170_2,1,76,260
2013,2333,167_5,164_1,164_1x167_5,-1,72,250
2013,2334,164_4,166_11,164_4x166_11,1,73,260
2013,2335,171_10,164_8,164_8x171_10,-1,74,240
2013,2336,165_7,166_10,165_7x166_10,1,71,240
2013,2337,164_14,166_9,164_14x166_9,1,70,NA
2013,2338,170_6,170_2,170_2x170_6,-1,76,285
2013,2339,170_7,171_5,170_7x171_5,1,75,250
2013,2340,170_6,170_2,170_2x170_6,-1,81,275
2013,2341,167_5,164_1,164_1x167_5,-1,72,245
2013,2342,170_1,165_5,165_5x170_1,-1,72,220
2013,2343,171_8,168_2,168_2x171_8,-1,74,255
2013,2347,169_11,171_13,169_11x171_13,1,72,245
2013,2348,171_6,165_10,165_10x171_6,-1,74,250
2013,2350,170_2,170_11,170_11x170_2,-1,80,210
2013,2351,166_9,164_14,164_14x166_9,-1,74,260
2013,2354,171_8,167_13,167_13x171_8,-1,72,255
2013,2356,165_4,166_11,165_4x166_11,1,74,230
2013,2358,171_8,168_2,168_2x171_8,-1,NA,NA
2013,2359,169_11,171_13,169_11x171_13,1,NA,NA
2013,2361,171_4,171_7,171_4x171_7,1,77,250
2013,2363,165_4,166_11,165_4x166_11,1,74,250
2013,2365,170_6,170_2,170_2x170_6,-1,77,255
2013,2367,164_4,166_11,164_4x166_11,1,72,255
2013,2368,166_9,164_1,164_1x166_9,-1,71,230
2013,2369,167_3,166_11,166_11x167_3,-1,75,295
2013,2372,169_6,164_14,164_14x169_6,-1,72,245
2013,2374,167_5,164_1,164_1x167_5,-1,72,260
2013,2376,167_5,169_6,167_5x169_6,1,73,255
2013,2378,171_8,168_2,168_2x171_8,-1,74,250
2013,2379,171_5,171_13,171_13x171_5,-1,70,220
2013,2380,164_14,164_1,164_1x164_14,-1,75,260
2013,2382,165_4,167_3,165_4x167_3,1,81,265
2013,2383,170_4,170_7,170_4x170_7,1,76,255
2013,2384,171_8,168_2,168_2x171_8,-1,NA,NA
2013,2385,170_2,170_11,170_11x170_2,-1,75,240
2013,2387,164_11,165_10,164_11x165_10,1,76,250
2013,2389,171_6,167_1,167_1x171_6,-1,77,240
2013,2391,170_11,170_6,170_11x170_6,1,80,260
2013,2392,164_2,165_6,164_2x165_6,1,73,250
2013,2393,171_6,165_10,165_10x171_6,-1,74,225
2013,2394,166_12,166_3,166_12x166_3,1,71,250
2013,2395,171_10,164_8,164_8x171_10,-1,73,245
2013,2397,165_7,169_7,165_7x169_7,1,73,225
2013,2399,166_9,164_1,164_1x166_9,-1,71,210
2013,2400,164_14,164_1,164_1x164_14,-1,77,240
2013,2402,170_2,171_3,170_2x171_3,1,73,240
2013,2403,170_4,171_13,170_4x171_13,1,72,240
2013,2408,167_5,164_1,164_1x167_5,-1,74,255
2013,2409,164_4,166_11,164_4x166_11,1,75,230
2013,2410,171_5,170_7,170_7x171_5,-1,75,NA
2013,2411,169_11,171_13,169_11x171_13,1,74,240
2013,2412,166_12,166_3,166_12x166_3,1,67,230
2013,2413,166_9,167_5,166_9x167_5,1,73,225
2013,2414,165_6,166_12,165_6x166_12,1,80,190
2013,2415,167_3,166_11,166_11x167_3,-1,75,275
2013,2417,171_9,171_3,171_3x171_9,-1,82,170
2013,2418,171_4,171_7,171_4x171_7,1,79,245
2013,2420,169_11,171_5,169_11x171_5,1,80,270
2013,2422,168_8,166_10,166_10x168_8,-1,74,260
2013,2424,166_10,165_7,165_7x166_10,-1,NA,NA
2013,2427,167_8,171_10,167_8x171_10,1,NA,NA
2013,2428,171_10,164_8,164_8x171_10,-1,NA,NA
2013,2431,170_4,171_5,170_4x171_5,1,70,190
2013,2432,167_8,169_12,167_8x169_12,1,66,215
2013,2433,170_11,170_2,170_11x170_2,1,73,240
2013,2434,170_4,171_13,170_4x171_13,1,75,NA
